what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"pt_BR",1648129505425
processors,sysinfo,,,"6",1648129505425
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1648129505425
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1648129505425
java.specification.name,sysinfo,,,"Java Platform API Specification",1648129505425
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1648129505425
java.specification.version,sysinfo,,,"1.6",1648129505425
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1648129505425
java.version,sysinfo,,,"1.6.0_23",1648129505425
java.vm.info,sysinfo,,,"mixed mode",1648129505425
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1648129505425
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1648129505425
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1648129505425
java.vm.specification.version,sysinfo,,,"1.0",1648129505425
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1648129505425
java.vm.version,sysinfo,,,"19.0-b09",1648129505425
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1648129506755
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1648129506982
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1648129507006
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1648129510262
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1648129513904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1648129515242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1648129520189
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1648129524128
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1648129525814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648129526143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648129529636
